Geneid	siControl_A	siControl_B	siControl_C	siHOXA3_A	siHOXA3_B	siHOXA3_C
ENSG00000232893	0	0	0	1	0	0
ENSG00000231546	0	0	0	0	0	3
ENSG00000144476	2512	2774	2899	2128	2705	2841
ENSG00000232328	0	0	1	0	4	2
ENSG00000202341	1	0	0	0	0	0
ENSG00000124835	1	0	1	3	2	3
ENSG00000227252	14	15	8	32	11	23
ENSG00000198612	784	885	1024	814	1098	798
ENSG00000224844	0	0	0	1	0	1
ENSG00000224132	0	0	0	0	0	0
ENSG00000163359	167	184	174	142	71	132
ENSG00000222022	0	0	0	0	0	0
ENSG00000222032	0	0	0	0	0	0
ENSG00000115648	103	120	123	85	96	77
ENSG00000277842	0	0	0	0	1	0
ENSG00000222449	0	0	0	0	0	0
ENSG00000071677	0	0	0	0	0	0
ENSG00000124839	398	351	342	324	348	337
ENSG00000234949	7	8	7	7	3	7
ENSG00000227107	6	2	6	3	3	6
ENSG00000124831	2297	2120	1929	2385	2122	2090
ENSG00000177483	13	24	13	18	9	14
ENSG00000132329	58	55	53	89	116	76
ENSG00000263723	0	0	0	1	0	0
ENSG00000184182	244	232	293	235	360	259
ENSG00000258984	4	0	0	3	2	0
ENSG00000251971	0	1	0	2	1	0
ENSG00000132330	98	111	98	85	81	116
ENSG00000144488	2	5	2	5	3	1
ENSG00000168427	9	3	2	1	0	5
ENSG00000279484	0	0	0	0	0	0
ENSG00000178752	13	8	7	6	2	6
ENSG00000132323	519	520	603	523	660	500
ENSG00000186235	24	22	26	26	24	19
ENSG00000225057	5	3	0	0	0	0
ENSG00000144485	410	485	531	456	751	543
ENSG00000132326	188	250	259	184	156	260
ENSG00000283635	0	3	0	1	2	0
ENSG00000232306	0	0	0	0	0	0
ENSG00000204104	413	443	450	401	402	377
ENSG00000202099	0	0	0	0	0	0
ENSG00000065802	924	863	850	914	725	686
ENSG00000229915	4	1	0	5	2	4
ENSG00000274346	1	3	0	0	0	1
ENSG00000225493	1	4	3	0	1	5
ENSG00000234279	0	0	0	0	0	0
ENSG00000224252	0	0	0	0	0	0
ENSG00000226992	0	0	0	0	0	0
ENSG00000233608	2	4	6	4	4	3
ENSG00000227744	0	0	0	0	0	0
ENSG00000068024	333	363	357	303	258	309
ENSG00000266109	0	0	0	0	0	0
ENSG00000264810	0	0	2	0	0	3
ENSG00000265215	0	0	0	2	0	0
ENSG00000264292	3	0	0	0	0	5
ENSG00000222020	0	10	2	2	0	2
ENSG00000196758	0	0	0	0	0	0
ENSG00000227459	0	0	0	0	0	0
ENSG00000259889	0	0	0	0	0	0
ENSG00000220256	0	0	0	0	0	0
ENSG00000130414	1072	1036	1118	1131	1255	983
ENSG00000264279	2	4	0	1	0	3
ENSG00000182083	0	0	0	0	0	0
ENSG00000178586	0	0	0	0	0	0
ENSG00000231278	0	0	0	0	0	0
ENSG00000213048	0	0	0	0	2	3
ENSG00000172428	191	213	313	224	330	183
ENSG00000178602	0	0	0	0	0	0
ENSG00000227479	1	4	5	0	0	1
ENSG00000276366	0	0	0	0	0	0
ENSG00000063660	2540	2506	2040	2221	2378	2318
ENSG00000218416	185	191	162	219	167	207
ENSG00000207611	22	26	19	9	8	25
ENSG00000144504	207	194	172	188	137	179
ENSG00000188542	58	49	51	46	35	48
ENSG00000142327	1095	1004	824	923	945	1120
ENSG00000260942	83	62	73	54	49	43
ENSG00000142330	535	577	548	538	468	592
ENSG00000178623	21	21	30	35	41	45
ENSG00000276949	0	0	0	0	0	0
ENSG00000185176	0	0	0	0	0	0
ENSG00000219159	0	0	0	0	0	0
ENSG00000184945	0	0	0	0	1	0
ENSG00000274977	0	0	0	0	0	0
ENSG00000130294	406	234	234	310	171	268
ENSG00000172482	0	6	0	1	3	0
ENSG00000172478	102	107	76	106	96	83
ENSG00000226321	0	0	0	0	0	0
ENSG00000233392	0	0	0	0	0	0
ENSG00000223991	0	0	0	0	0	0
ENSG00000162804	26	22	27	59	10	32
ENSG00000229996	0	0	0	0	0	0
ENSG00000225521	0	0	0	1	0	0
ENSG00000122085	451	470	453	494	504	451
ENSG00000115687	948	1006	1144	856	708	895
ENSG00000235861	1	0	0	1	0	4
ENSG00000115685	777	770	809	635	1024	688
ENSG00000146205	27	17	11	30	12	37
ENSG00000115677	9555	8230	7793	9580	7279	8733
ENSG00000168385	11937	12761	13305	11686	13864	11128
ENSG00000223374	33	34	35	32	22	32
ENSG00000006607	721	788	867	762	526	806
ENSG00000263752	0	0	0	0	0	0
ENSG00000224232	4	0	4	1	1	1
ENSG00000115694	1682	1687	1531	1819	1998	1734
ENSG00000234235	0	0	0	1	0	0
ENSG00000176720	542	516	495	475	619	498
ENSG00000273113	0	3	4	4	6	1
ENSG00000176946	587	537	567	558	667	547
ENSG00000207186	0	0	0	0	0	2
ENSG00000168397	1399	1484	1449	1284	1547	1364
ENSG00000168393	833	802	911	873	1131	729
ENSG00000168395	895	916	965	814	959	854
ENSG00000235351	9	10	9	9	3	3
ENSG00000180902	230	229	239	214	231	238
ENSG00000215692	0	0	0	2	0	1
ENSG00000234793	0	0	0	0	2	0
ENSG00000154252	2	6	0	7	0	8
ENSG00000215023	0	4	2	2	0	2
ENSG00000224272	0	2	2	5	1	3
ENSG00000204099	3	11	10	5	4	15
ENSG00000235151	0	0	0	0	0	0
ENSG00000188389	6	0	0	0	0	0
ENSG00000188011	0	0	0	0	0	0
ENSG00000233806	9	10	5	18	0	5
ENSG00000216921	0	1	0	1	3	0
ENSG00000237940	27	17	42	24	22	37
ENSG00000280119	6	19	15	12	5	6
ENSG00000226423	0	0	0	0	0	0
ENSG00000232002	0	0	0	0	0	0
ENSG00000261186	2	5	0	3	2	4
ENSG00000220804	35	26	53	45	37	49
ENSG00000224160	1	0	5	0	0	0
ENSG00000244528	0	0	0	0	0	0
ENSG00000271153	0	0	0	0	3	0
ENSG00000223587	0	0	0	0	0	0
ENSG00000224918	0	0	0	0	0	0
ENSG00000224318	0	0	0	0	0	0
ENSG00000134121	2	2	2	2	3	2
ENSG00000252017	0	0	0	0	0	0
ENSG00000231660	0	0	0	0	0	0
ENSG00000234661	0	0	0	0	1	0
ENSG00000224957	7	2	5	10	0	6
ENSG00000238075	0	0	0	0	0	0
ENSG00000224239	0	0	1	3	0	0
ENSG00000235158	1	0	0	1	0	0
ENSG00000244169	0	0	0	0	0	0
ENSG00000134115	36	46	38	50	37	54
ENSG00000232563	1	0	0	1	0	0
ENSG00000184423	0	0	0	0	0	0
ENSG00000214074	0	0	0	0	0	0
ENSG00000214073	0	0	0	0	0	0
ENSG00000225044	0	0	0	0	0	0
ENSG00000223040	0	0	0	0	0	0
ENSG00000144619	297	378	305	248	316	296
ENSG00000227588	2	4	15	3	2	1
ENSG00000230398	2	0	0	0	0	0
ENSG00000225310	0	0	0	0	0	0
ENSG00000237990	1	0	1	0	1	1
ENSG00000091181	2	1	0	1	0	0
ENSG00000253049	0	0	0	0	0	0
ENSG00000072756	414	512	502	394	510	396
ENSG00000113851	558	671	651	521	664	497
ENSG00000271870	35	46	32	23	59	35
ENSG00000223727	0	2	3	0	0	0
ENSG00000144455	583	514	597	575	688	464
ENSG00000175928	8139	8905	8558	8029	8041	8612
ENSG00000229241	3	2	8	7	0	1
ENSG00000170364	242	264	262	236	264	260
ENSG00000234325	1	1	0	0	0	0
ENSG00000231249	1	5	7	2	0	14
ENSG00000150995	26	33	23	25	12	37
ENSG00000235947	0	3	0	0	0	0
ENSG00000275981	0	0	0	0	0	0
ENSG00000235978	0	0	0	0	0	1
ENSG00000235831	3	1	2	2	8	1
ENSG00000134107	236	221	157	208	131	137
ENSG00000230182	0	0	0	0	0	0
ENSG00000224082	0	0	0	0	0	0
ENSG00000207283	0	0	0	0	0	0
ENSG00000237566	0	0	0	0	0	0
ENSG00000134108	1076	1415	1376	1051	1151	942
ENSG00000233912	2	2	0	3	3	2
ENSG00000268509	0	0	0	0	0	0
ENSG00000134109	938	977	944	854	782	835
ENSG00000265180	0	0	0	0	0	0
ENSG00000241227	0	0	0	0	0	0
ENSG00000230944	0	0	0	0	0	0
ENSG00000229642	0	0	0	3	0	1
ENSG00000226022	0	0	0	0	0	0
ENSG00000232958	0	0	0	0	0	0
ENSG00000189229	6	1	5	7	5	6
ENSG00000226258	0	1	1	0	0	0
ENSG00000223719	0	0	0	0	0	2
ENSG00000196277	0	0	1	0	0	0
ENSG00000236152	0	0	1	1	0	0
ENSG00000237665	0	0	0	0	0	0
ENSG00000236202	0	0	0	0	0	0
ENSG00000270207	0	0	0	0	0	0
ENSG00000227110	9	9	7	6	6	4
ENSG00000228351	0	0	0	1	0	0
ENSG00000253081	0	0	0	0	0	0
ENSG00000231401	0	0	0	0	0	0
ENSG00000071282	150	144	192	150	219	150
ENSG00000224884	0	0	0	0	0	0
ENSG00000125046	15	18	18	17	12	18
ENSG00000215160	1	4	3	0	0	1
ENSG00000182533	8	5	2	7	1	4
ENSG00000180914	126	170	133	123	160	131
ENSG00000070950	761	769	875	639	698	680
ENSG00000281863	0	0	0	0	0	0
ENSG00000199815	0	0	0	0	0	0
ENSG00000196220	113	92	96	139	70	115
ENSG00000224808	0	0	1	0	0	0
ENSG00000228723	0	2	0	1	0	0
ENSG00000227929	2	0	0	1	3	2
ENSG00000235830	0	0	0	0	0	0
ENSG00000254485	1	1	6	4	2	8
ENSG00000214041	4	0	0	0	0	5
ENSG00000206573	419	414	402	398	414	402
ENSG00000134077	764	785	878	745	975	647
ENSG00000168137	4739	4268	4332	4272	2613	4402
ENSG00000156959	3	5	5	5	1	2
ENSG00000235338	0	0	0	0	0	0
ENSG00000163719	631	644	607	573	673	609
ENSG00000144550	0	4	0	4	0	5
ENSG00000156983	425	352	360	445	301	407
ENSG00000114026	267	253	270	226	259	304
ENSG00000134072	14	6	17	17	7	10
ENSG00000171148	1066	1089	1152	1065	1397	996
ENSG00000241553	589	524	603	560	894	540
ENSG00000250151	1	5	0	2	2	4
ENSG00000214021	288	254	282	213	157	220
ENSG00000269886	0	0	2	0	1	0
ENSG00000156990	407	378	485	432	555	387
ENSG00000187288	0	0	0	0	0	0
ENSG00000171135	329	361	349	325	458	295
ENSG00000163701	153	130	128	151	169	153
ENSG00000163702	232	242	208	220	260	160
ENSG00000212327	0	5	3	1	6	4
ENSG00000163703	234	234	265	299	254	200
ENSG00000269894	4	2	8	8	3	8
ENSG00000163704	111	115	76	112	115	125
ENSG00000230082	0	2	1	3	1	2
ENSG00000269982	31	22	15	36	25	23
ENSG00000125037	435	403	485	390	492	424
ENSG00000180385	210	179	172	195	100	201
ENSG00000232901	20	31	14	14	9	19
ENSG00000206567	36	43	30	38	40	23
ENSG00000186162	65	65	79	92	86	67
ENSG00000144554	1734	1871	1892	1497	1472	1593
ENSG00000201182	0	0	1	1	0	0
ENSG00000229217	0	1	0	2	0	0
ENSG00000163705	5	8	4	13	6	7
ENSG00000254999	1395	1195	1198	1540	1677	1240
ENSG00000134086	1841	1644	1659	1979	2387	1700
ENSG00000134070	111	122	152	141	149	149
ENSG00000157014	305	315	319	265	309	339
ENSG00000272410	0	0	0	0	0	0
ENSG00000231177	55	62	52	35	45	45
ENSG00000157017	21	5	18	18	9	19
ENSG00000240288	41	48	39	38	45	38
ENSG00000276678	0	0	0	0	0	0
ENSG00000157020	1604	1498	1453	1555	1716	1381
ENSG00000157087	0	0	1	1	0	0
ENSG00000264534	0	0	0	0	0	0
ENSG00000216135	0	0	0	0	0	0
ENSG00000236999	0	0	0	0	0	0
ENSG00000224771	0	0	0	0	0	0
ENSG00000226567	0	0	0	0	0	0
ENSG00000230599	0	0	0	0	0	0
ENSG00000132164	4	4	1	1	1	0
ENSG00000157103	0	0	0	0	0	0
ENSG00000232287	0	0	0	0	0	0
ENSG00000196639	1	1	6	5	6	5
ENSG00000285906	0	0	0	0	0	0
ENSG00000213964	0	0	0	0	0	0
ENSG00000197548	376	379	429	365	436	412
ENSG00000226621	0	0	0	0	0	2
ENSG00000235240	2	0	0	2	0	0
ENSG00000270531	0	0	0	0	0	2
ENSG00000144560	784	768	855	805	702	789
ENSG00000271716	4	4	0	0	0	8
ENSG00000272483	2	0	0	0	0	3
ENSG00000144559	344	325	390	327	381	327
ENSG00000230342	0	0	0	0	0	0
ENSG00000224263	0	0	0	0	0	0
ENSG00000225275	0	0	0	0	0	0
ENSG00000231897	0	0	0	0	0	0
ENSG00000251038	0	0	0	0	0	0
ENSG00000263988	0	0	0	0	0	0
ENSG00000157152	118	87	112	71	87	93
ENSG00000226642	0	0	0	0	0	4
ENSG00000157150	4	3	4	2	2	2
ENSG00000233026	0	0	0	0	0	0
ENSG00000236062	0	3	2	0	0	0
ENSG00000132170	302	286	289	235	248	205
ENSG00000225026	0	5	0	1	1	0
ENSG00000154743	238	218	205	202	173	182
ENSG00000200114	4	2	2	3	0	1
ENSG00000251774	0	0	0	5	0	5
ENSG00000225526	24	32	26	20	13	16
ENSG00000075975	592	618	678	468	637	529
ENSG00000274514	0	1	4	1	0	2
ENSG00000132155	1817	1994	2199	1814	1757	1806
ENSG00000233252	0	0	0	0	0	0
ENSG00000088726	34	22	30	24	38	20
ENSG00000213943	2	2	2	1	5	6
ENSG00000144712	81	113	70	91	90	137
ENSG00000272263	11	5	6	5	10	3
ENSG00000144713	5728	5098	4712	5920	8245	5041
ENSG00000207496	0	0	0	0	0	0
ENSG00000250939	0	0	0	0	0	0
ENSG00000232746	0	0	0	0	0	0
ENSG00000144711	857	814	873	824	578	877
ENSG00000231362	0	0	0	0	0	0
ENSG00000132182	3005	2829	2863	2886	1836	3004
ENSG00000238138	0	0	0	0	0	0
ENSG00000223398	0	0	0	0	0	0
ENSG00000244502	0	0	0	1	0	0
ENSG00000163517	102	108	87	128	110	93
ENSG00000163520	109	111	52	96	107	112
ENSG00000224514	1	0	0	0	0	0
ENSG00000154764	10	5	8	1	5	4
ENSG00000233121	0	2	0	0	1	0
ENSG00000275340	0	2	8	2	1	2
ENSG00000180438	0	0	2	0	2	1
ENSG00000224752	0	0	0	0	0	0
ENSG00000163528	119	114	195	101	154	102
ENSG00000170876	591	636	638	605	706	597
ENSG00000268279	30	9	12	13	9	17
ENSG00000228242	116	99	97	90	35	70
ENSG00000154767	903	844	795	959	690	838
ENSG00000170860	529	566	643	644	835	495
ENSG00000255021	0	0	0	0	0	0
ENSG00000251576	0	0	0	0	0	0
ENSG00000199609	0	0	0	0	0	0
ENSG00000131389	795	711	698	863	410	663
ENSG00000144596	63	57	46	77	44	66
ENSG00000207163	2	0	0	0	0	0
ENSG00000234123	0	0	0	0	0	0
ENSG00000283392	0	2	0	0	0	0
ENSG00000235629	0	0	0	0	0	0
ENSG00000154781	306	290	311	282	286	269
ENSG00000131379	4	2	1	3	4	4
ENSG00000230172	0	0	0	0	0	0
ENSG00000285969	0	0	0	0	0	0
ENSG00000260902	0	0	0	0	2	0
ENSG00000154783	123	122	131	111	99	113
ENSG00000225733	3106	3463	3768	3117	3195	3023
ENSG00000177463	1223	1284	1210	1198	765	1237
ENSG00000131368	427	451	457	357	375	361
ENSG00000131381	938	993	1022	935	843	866
ENSG00000228874	0	0	0	0	0	0
ENSG00000227578	0	0	0	0	0	0
ENSG00000230524	0	1	2	0	0	1
ENSG00000131375	817	920	914	846	849	713
ENSG00000224660	232	276	221	225	152	253
ENSG00000131370	308	293	327	327	269	332
ENSG00000201162	0	0	0	0	0	0
ENSG00000226427	0	0	0	0	1	0
ENSG00000206562	236	252	267	236	259	237
ENSG00000144597	515	517	558	452	452	440
ENSG00000206926	0	1	2	3	0	1
ENSG00000249786	1	8	5	5	2	8
ENSG00000206561	27	37	29	25	14	34
ENSG00000263573	0	0	0	0	0	0
ENSG00000241064	0	0	0	0	0	0
ENSG00000131373	383	372	348	313	402	262
ENSG00000169814	231	224	212	186	176	147
ENSG00000206560	1249	1295	1314	1183	1270	1149
ENSG00000264354	0	0	2	0	0	5
ENSG00000279465	0	0	0	0	1	0
ENSG00000270409	0	0	0	3	8	0
ENSG00000263740	17	1	8	19	10	10
ENSG00000207815	0	0	0	3	2	0
ENSG00000224728	13	9	3	7	11	14
ENSG00000131386	3	0	0	1	3	0
ENSG00000285654	0	0	0	0	0	0
ENSG00000154813	472	526	627	491	679	537
ENSG00000154814	200	255	293	223	212	244
ENSG00000270739	1	1	0	4	2	0
ENSG00000131378	61	68	45	57	59	46
ENSG00000271964	0	4	0	6	6	10
ENSG00000272498	4	8	17	7	5	7
ENSG00000272529	12	5	19	12	7	7
ENSG00000269391	0	0	0	0	0	0
ENSG00000233570	0	0	0	0	0	0
ENSG00000092345	0	0	0	2	0	0
ENSG00000229271	3	0	3	3	0	0
ENSG00000224039	0	2	0	1	0	0
ENSG00000154822	195	199	213	192	215	169
ENSG00000283885	0	0	0	0	0	0
ENSG00000226441	0	0	0	0	0	0
ENSG00000285731	3	0	0	0	0	0
ENSG00000131374	1893	1918	2163	1737	1214	1654
ENSG00000231780	0	0	0	1	1	0
ENSG00000227309	0	1	0	1	0	0
ENSG00000271841	0	0	0	0	0	0
ENSG00000233133	0	2	7	0	0	1
ENSG00000213383	1	3	1	2	6	2
ENSG00000214286	0	1	4	0	0	0
ENSG00000226238	0	0	0	1	0	0
ENSG00000274840	12	9	8	11	7	10
ENSG00000182568	1313	1432	1421	1363	1250	1340
ENSG00000272477	0	0	0	1	0	0
ENSG00000228956	171	165	206	191	198	242
ENSG00000236570	0	0	5	0	0	0
ENSG00000251761	0	0	0	0	0	1
ENSG00000183960	88	72	104	103	88	104
ENSG00000271898	0	0	0	0	0	0
ENSG00000163576	11	13	14	18	1	7
ENSG00000232953	0	1	2	0	0	0
ENSG00000144566	1112	1110	1033	1109	1214	947
ENSG00000183977	20	15	25	19	18	21
ENSG00000201545	0	0	0	0	0	0
ENSG00000230697	0	2	0	2	0	0
ENSG00000229468	0	0	0	6	0	0
ENSG00000114166	195	162	209	108	158	160
ENSG00000266745	0	0	0	3	0	0
ENSG00000129810	432	363	469	319	441	374
ENSG00000231304	5	4	1	4	4	1
ENSG00000199577	0	0	0	0	0	0
ENSG00000261734	0	0	0	0	0	1
ENSG00000206807	0	0	0	0	0	0
ENSG00000282987	0	0	0	0	0	0
ENSG00000236380	0	0	0	0	0	0
ENSG00000151789	9	3	2	3	0	5
ENSG00000225542	4	2	3	4	2	2
ENSG00000223351	0	0	0	0	0	0
ENSG00000132967	469	456	428	461	566	467
ENSG00000234723	0	0	0	0	0	0
ENSG00000271235	0	0	0	0	0	0
ENSG00000226183	0	0	0	0	0	0
ENSG00000231915	0	0	0	0	0	0
ENSG00000215016	0	0	0	0	0	0
ENSG00000233153	4	1	0	0	0	1
ENSG00000182247	437	445	444	470	547	407
ENSG00000206728	2	3	0	3	1	1
ENSG00000228171	0	0	0	0	0	0
ENSG00000252562	0	0	0	0	0	0
ENSG00000212269	0	0	0	0	0	0
ENSG00000223791	1	0	2	0	3	3
ENSG00000170142	1144	1183	1306	1129	1388	1106
ENSG00000231395	10	13	4	9	2	12
ENSG00000197885	125	119	145	133	146	116
ENSG00000174748	14306	15115	17809	14917	18577	12409
ENSG00000174738	599	646	565	588	591	487
ENSG00000224074	0	0	0	0	0	0
ENSG00000242109	0	0	0	0	0	0
ENSG00000151090	488	446	436	372	298	360
ENSG00000229756	1	2	0	1	0	1
ENSG00000224822	5	0	0	3	4	0
ENSG00000228791	3	4	10	5	4	4
ENSG00000272554	0	0	0	0	0	0
ENSG00000265028	0	0	0	0	0	0
ENSG00000233544	0	0	0	0	0	0
ENSG00000237838	1	2	0	4	0	1
ENSG00000244404	0	0	0	0	0	0
ENSG00000201713	0	0	0	0	0	0
ENSG00000077092	1013	1250	1246	997	1113	1031
ENSG00000213877	0	0	0	0	0	0
ENSG00000201962	0	1	0	0	0	0
ENSG00000229421	1	0	0	1	0	3
ENSG00000272166	0	0	0	0	0	0
ENSG00000077097	4408	4843	4466	4605	4852	4346
ENSG00000275227	3	4	2	6	5	4
ENSG00000283971	2	2	0	3	6	0
ENSG00000238225	0	0	0	0	0	0
ENSG00000151092	587	674	745	601	830	618
ENSG00000213872	7	2	4	4	2	7
ENSG00000213871	4	1	3	3	2	1
ENSG00000151093	115	158	131	113	147	100
ENSG00000230891	0	0	0	0	0	0
ENSG00000234158	0	0	0	0	0	0
ENSG00000237603	0	0	0	0	0	0
ENSG00000230465	0	0	0	0	0	0
ENSG00000225386	11	13	8	12	11	17
ENSG00000179796	423	428	432	514	519	607
ENSG00000163491	11	14	11	10	13	5
ENSG00000224237	0	0	0	0	0	0
ENSG00000207251	0	0	0	0	0	0
ENSG00000033867	998	1161	1148	1204	1093	1095
ENSG00000227523	1	0	0	4	0	2
ENSG00000230807	0	0	0	0	0	0
ENSG00000201033	0	0	0	0	0	0
ENSG00000232167	0	0	0	0	0	0
ENSG00000238912	0	0	0	0	0	0
ENSG00000223968	0	0	0	0	0	0
ENSG00000213846	12	5	16	9	14	6
ENSG00000271943	0	0	0	2	0	0
ENSG00000232766	0	0	0	0	0	0
ENSG00000272282	0	0	0	0	0	0
ENSG00000163508	1	0	0	0	0	0
ENSG00000225548	10	13	15	10	33	11
ENSG00000229243	1	0	0	0	2	2
ENSG00000235493	6	5	6	2	4	7
ENSG00000187118	115	147	150	117	134	113
ENSG00000163512	403	502	371	392	457	410
ENSG00000206559	4	2	1	6	7	5
ENSG00000283563	6	3	1	1	0	0
ENSG00000234048	0	0	0	0	0	0
ENSG00000230480	0	0	0	0	0	0
ENSG00000144642	453	523	447	364	394	434
ENSG00000215004	0	0	0	0	0	0
ENSG00000235904	23	23	31	26	48	41
ENSG00000226216	0	0	0	0	0	0
ENSG00000203506	1	0	1	3	2	4
ENSG00000227795	0	0	0	0	0	0
ENSG00000235593	0	0	1	1	0	0
ENSG00000199927	0	0	0	0	0	0
ENSG00000281710	0	0	0	0	0	0
ENSG00000227260	0	0	0	0	0	0
ENSG00000227549	0	0	0	0	0	0
ENSG00000163513	624	608	692	519	448	491
ENSG00000224618	2	0	0	0	0	0
ENSG00000261468	3	8	3	5	1	3
ENSG00000144644	0	0	0	1	4	1
ENSG00000265376	0	0	0	0	0	0
ENSG00000213854	0	0	0	0	0	0
ENSG00000222983	0	0	0	0	0	0
ENSG00000230111	0	0	0	0	0	0
ENSG00000227339	1	0	0	0	0	0
ENSG00000163527	4192	4638	4604	4383	4619	4117
ENSG00000144645	598	527	571	565	473	513
ENSG00000232490	1	1	0	3	0	10
ENSG00000223965	1	0	0	0	0	1
ENSG00000197385	88	62	43	42	51	58
ENSG00000235670	0	0	0	1	0	1
ENSG00000201701	0	0	0	0	0	0
ENSG00000252398	0	0	0	0	0	0
ENSG00000251590	4	2	0	0	1	1
ENSG00000152642	68	85	89	48	68	60
ENSG00000236732	0	0	1	0	0	0
ENSG00000237433	0	0	0	0	0	0
ENSG00000261572	6	12	5	3	0	2
ENSG00000170293	38	42	46	41	63	25
ENSG00000270377	0	0	0	3	0	0
ENSG00000234737	1	0	0	1	0	4
ENSG00000153551	393	415	408	355	512	362
ENSG00000091317	2309	2557	2548	2182	2563	1969
ENSG00000276147	0	0	0	0	0	0
ENSG00000213849	0	0	0	0	3	0
ENSG00000144635	1040	1145	1217	935	1429	958
ENSG00000226955	0	0	0	0	0	0
ENSG00000231552	0	0	0	0	0	0
ENSG00000237676	0	0	0	0	0	0
ENSG00000182973	552	619	718	537	578	495
ENSG00000251224	1	0	3	0	0	0
ENSG00000213842	5	0	2	7	2	4
ENSG00000227337	0	1	0	2	2	0
ENSG00000206557	5596	5652	5936	5864	4593	5334
ENSG00000183813	2	1	2	1	0	0
ENSG00000170266	10527	11301	12633	11293	12213	10651
ENSG00000223899	13	7	6	9	8	11
ENSG00000235424	0	0	4	3	1	7
ENSG00000188167	622	533	620	530	238	642
ENSG00000275090	0	0	0	0	0	0
ENSG00000170275	3893	4305	4125	3590	3512	3589
ENSG00000272149	0	0	0	0	0	0
ENSG00000173705	90	104	68	116	121	90
ENSG00000230119	0	0	0	0	0	0
ENSG00000153558	170	152	188	164	160	190
ENSG00000153560	2434	2486	2633	2341	2252	2307
ENSG00000252700	0	0	1	3	0	3
ENSG00000202175	0	0	0	0	0	0
ENSG00000163539	1724	1749	2003	1652	1483	1637
ENSG00000238008	0	2	0	0	1	5
ENSG00000228112	0	0	0	0	0	0
ENSG00000227707	0	0	0	0	0	0
ENSG00000271643	82	81	121	106	89	100
ENSG00000170248	3139	3639	3581	2975	2838	2977
ENSG00000226320	5	5	7	2	4	8
ENSG00000236452	0	0	0	0	0	0
ENSG00000227498	0	0	0	0	0	0
ENSG00000235534	0	0	0	0	0	0
ENSG00000228767	0	0	0	0	1	1
ENSG00000212442	0	0	0	0	0	0
ENSG00000172995	3	0	0	0	1	0
ENSG00000230830	0	0	0	0	0	0
ENSG00000207625	0	0	0	0	0	0
ENSG00000226489	0	0	0	0	0	0
ENSG00000236158	0	0	0	0	0	0
ENSG00000144681	25	29	19	24	21	35
ENSG00000231382	0	0	0	0	0	0
ENSG00000201315	0	0	0	0	0	0
ENSG00000163673	3	0	1	0	0	4
ENSG00000230067	25	15	19	8	18	23
ENSG00000279727	2	0	2	1	2	3
ENSG00000281100	6	11	12	8	2	9
ENSG00000168016	664	659	680	800	443	711
ENSG00000234073	0	0	0	0	1	1
ENSG00000210181	0	0	0	0	0	0
ENSG00000272334	4	2	8	6	1	4
ENSG00000236165	2	4	0	2	1	7
ENSG00000178567	1334	1378	1445	1326	1031	1025
ENSG00000076242	1113	1127	1268	1167	1318	1077
ENSG00000224858	56	18	328	24	48	106
ENSG00000093167	655	719	657	649	645	618
ENSG00000206645	0	0	0	0	0	0
ENSG00000225558	0	0	0	0	0	0
ENSG00000199594	0	1	0	0	0	1
ENSG00000224080	8	7	0	1	5	4
ENSG00000271993	15	18	3	12	16	14
ENSG00000231449	2	1	0	0	2	0
ENSG00000271653	1	4	0	0	2	3
ENSG00000270194	50	43	46	34	68	44
ENSG00000144674	2367	2227	1993	2406	2302	2029
ENSG00000230409	230	30	119	151	199	111
ENSG00000222208	0	2	1	5	2	3
ENSG00000198590	17	16	2	8	15	16
ENSG00000144668	100	75	65	94	51	118
ENSG00000239105	0	0	0	0	0	0
ENSG00000235257	30	22	33	47	59	49
ENSG00000235482	4	0	0	1	2	3
ENSG00000236411	12	5	2	6	5	5
ENSG00000144677	1655	1741	1839	1655	1501	1494
ENSG00000199075	0	0	0	0	0	0
ENSG00000136059	40	41	35	42	38	48
ENSG00000187091	415	398	336	364	407	410
ENSG00000200579	6	6	3	3	5	4
ENSG00000008226	12	3	14	8	9	12
ENSG00000231668	0	0	0	0	0	0
ENSG00000060971	639	647	695	618	758	679
ENSG00000201965	0	0	0	0	0	0
ENSG00000172936	457	566	488	505	384	529
ENSG00000172939	1853	1878	1876	1783	1633	1779
ENSG00000172940	2	0	1	2	1	5
ENSG00000237982	0	0	2	0	0	0
ENSG00000144671	3	1	0	6	4	4
ENSG00000199514	0	0	0	0	0	0
ENSG00000230123	0	0	0	0	0	0
ENSG00000093217	64	43	55	85	42	71
ENSG00000229589	28	46	33	28	18	15
ENSG00000114739	1738	1642	1824	1701	1326	1417
ENSG00000157036	204	195	276	177	189	210
ENSG00000207512	0	0	1	2	0	0
ENSG00000230683	6	0	0	1	2	3
ENSG00000232439	4	3	4	5	2	6
ENSG00000183873	35	34	36	17	6	22
ENSG00000185313	0	0	0	0	0	0
ENSG00000231243	0	0	0	0	0	0
ENSG00000168356	47	72	51	47	33	52
ENSG00000206708	1	0	0	0	0	0
ENSG00000114742	1014	1084	1014	979	903	933
ENSG00000114745	807	735	915	705	592	691
ENSG00000168026	76	84	60	50	40	76
ENSG00000284158	0	0	0	0	0	0
ENSG00000144655	618	720	669	616	545	744
ENSG00000284669	37	42	52	39	24	20
ENSG00000283849	5	3	5	2	6	1
